period_date,cbsa_code,unemployment_rate
2017-01-01,28100,7.7
2016-12-01,28100,6.7
2016-11-01,28100,5.8
2016-10-01,28100,5.9
2016-09-01,28100,6.3
2016-08-01,28100,6.2
2016-07-01,28100,6.3
2016-06-01,28100,6.1
2016-05-01,28100,6.0
2016-04-01,28100,6.6
2016-03-01,28100,7.5
2016-02-01,28100,7.6
2016-01-01,28100,8.2
2015-12-01,28100,7.1
2015-11-01,28100,7.0
2015-10-01,28100,6.7
2015-09-01,28100,6.5
2015-08-01,28100,6.6
2015-07-01,28100,6.8
2015-06-01,28100,6.6
2015-05-01,28100,6.3
2015-04-01,28100,6.3
2015-03-01,28100,6.9
2015-02-01,28100,7.3
2015-01-01,28100,7.8
2025-11-01,28140,3.7
2025-09-01,28140,3.5
2025-08-01,28140,4.3
2025-07-01,28140,4.4
2025-06-01,28140,4.2
2025-05-01,28140,3.8
2025-04-01,28140,3.8
2025-03-01,28140,4.2
2025-02-01,28140,4.3
2025-01-01,28140,4.2
2024-12-01,28140,3.2
2024-11-01,28140,3.3
2024-10-01,28140,3.5
2024-09-01,28140,3.2
2024-08-01,28140,3.9
2024-07-01,28140,4.2
2024-06-01,28140,3.8
2024-05-01,28140,3.6
2024-04-01,28140,3.2
2024-03-01,28140,3.8
2024-02-01,28140,3.8
2024-01-01,28140,3.5
2023-12-01,28140,2.8
2023-11-01,28140,2.7
2023-10-01,28140,3.2
2023-09-01,28140,2.8
2023-08-01,28140,3.5
2023-07-01,28140,3.2
2023-06-01,28140,3.1
2023-05-01,28140,3.0
2023-04-01,28140,2.6
2023-03-01,28140,3.1
2023-02-01,28140,3.3
2023-01-01,28140,3.0
2022-12-01,28140,2.4
2022-11-01,28140,2.4
2022-10-01,28140,2.7
2022-09-01,28140,2.3
2022-08-01,28140,3.0
2022-07-01,28140,3.1
2022-06-01,28140,2.6
2022-05-01,28140,2.4
2022-04-01,28140,2.2
2022-03-01,28140,2.9
2022-02-01,28140,3.5
2022-01-01,28140,3.1
2021-12-01,28140,2.5
2021-11-01,28140,2.7
2021-10-01,28140,3.0
2021-09-01,28140,3.6
2021-08-01,28140,4.0
2021-07-01,28140,4.6
2021-06-01,28140,5.1
2021-05-01,28140,5.0
2021-04-01,28140,4.5
2021-03-01,28140,4.6
2021-02-01,28140,4.9
2021-01-01,28140,4.9
2020-12-01,28140,4.4
2020-11-01,28140,4.4
2020-10-01,28140,4.7
2020-09-01,28140,5.4
2020-08-01,28140,6.2
2020-07-01,28140,7.8
2020-06-01,28140,8.0
2020-05-01,28140,10.4
2020-04-01,28140,11.9
2020-03-01,28140,3.9
2020-02-01,28140,3.2
2020-01-01,28140,3.3
2019-12-01,28140,2.9
2019-11-01,28140,2.8
2019-10-01,28140,2.9
2019-09-01,28140,2.6
2019-08-01,28140,3.4
2019-07-01,28140,3.9
2019-06-01,28140,3.2
2019-05-01,28140,3.0
2019-04-01,28140,2.9
2019-03-01,28140,3.7
2019-02-01,28140,3.6
2019-01-01,28140,3.8
2018-12-01,28140,3.1
2018-11-01,28140,2.7
2018-10-01,28140,2.8
2018-09-01,28140,2.8
2018-08-01,28140,3.4
2018-07-01,28140,3.8
2018-06-01,28140,3.4
2018-05-01,28140,3.5
2018-04-01,28140,3.2
2018-03-01,28140,3.8
2018-02-01,28140,3.9
2018-01-01,28140,4.1
2017-12-01,28140,3.3
2017-11-01,28140,3.2
2017-10-01,28140,3.5
2017-09-01,28140,3.2
2017-08-01,28140,4.2
2017-07-01,28140,4.3
2017-06-01,28140,3.7
2017-05-01,28140,3.7
2017-04-01,28140,3.6
2017-03-01,28140,4.4
2017-02-01,28140,4.4
2017-01-01,28140,4.6
2016-12-01,28140,3.8
2016-11-01,28140,3.7
2016-10-01,28140,4.0
2016-09-01,28140,4.1
2016-08-01,28140,4.6
2016-07-01,28140,5.0
2016-06-01,28140,4.4
2016-05-01,28140,4.3
2016-04-01,28140,4.0
2016-03-01,28140,4.5
2016-02-01,28140,4.5
2016-01-01,28140,4.4
2015-12-01,28140,3.9
2015-11-01,28140,3.9
2015-10-01,28140,4.1
2015-09-01,28140,4.1
2015-08-01,28140,4.9
2015-07-01,28140,5.1
2015-06-01,28140,4.9
2015-05-01,28140,5.1
2015-04-01,28140,4.9
2015-03-01,28140,5.3
2015-02-01,28140,5.9
2015-01-01,28140,6.0
2025-11-01,28420,5.0
2025-09-01,28420,3.9
2025-08-01,28420,4.6
2025-07-01,28420,4.7
2025-06-01,28420,3.7
2025-05-01,28420,4.5
2025-04-01,28420,4.3
2025-03-01,28420,4.9
2025-02-01,28420,6.3
2025-01-01,28420,5.7
2024-12-01,28420,5.6
2024-11-01,28420,4.8
2024-10-01,28420,4.2
2024-09-01,28420,3.9
2024-08-01,28420,4.9
2024-07-01,28420,4.8
2024-06-01,28420,4.1
2024-05-01,28420,4.7
2024-04-01,28420,4.5
2024-03-01,28420,5.7
2024-02-01,28420,6.6
2024-01-01,28420,6.1
2023-12-01,28420,6.2
2023-11-01,28420,4.8
2023-10-01,28420,4.7
2023-09-01,28420,4.2
2023-08-01,28420,5.0
2023-07-01,28420,4.1
2023-06-01,28420,3.2
2023-05-01,28420,3.7
2023-04-01,28420,4.0
2023-03-01,28420,5.3
2023-02-01,28420,6.3
2023-01-01,28420,6.0
2022-12-01,28420,5.7
2022-11-01,28420,4.7
2022-10-01,28420,3.9
2022-09-01,28420,3.6
2022-08-01,28420,4.9
2022-07-01,28420,3.7
2022-06-01,28420,4.0
2022-05-01,28420,4.4
2022-04-01,28420,4.3
2022-03-01,28420,5.5
2022-02-01,28420,5.9
2022-01-01,28420,6.4
2021-12-01,28420,5.0
2021-11-01,28420,4.5
2021-10-01,28420,4.4
2021-09-01,28420,4.7
2021-08-01,28420,5.5
2021-07-01,28420,5.2
2021-06-01,28420,4.9
2021-05-01,28420,5.1
2021-04-01,28420,5.7
2021-03-01,28420,7.2
2021-02-01,28420,8.1
2021-01-01,28420,7.9
2020-12-01,28420,7.6
2020-11-01,28420,6.6
2020-10-01,28420,5.7
2020-09-01,28420,6.8
2020-08-01,28420,8.2
2020-07-01,28420,10.3
2020-06-01,28420,10.2
2020-05-01,28420,11.6
2020-04-01,28420,13.6
2020-03-01,28420,6.2
2020-02-01,28420,6.2
2020-01-01,28420,6.7
2019-12-01,28420,5.9
2019-11-01,28420,5.0
2019-10-01,28420,4.7
2019-09-01,28420,4.4
2019-08-01,28420,5.4
2019-07-01,28420,5.2
2019-06-01,28420,5.3
2019-05-01,28420,5.2
2019-04-01,28420,5.9
2019-03-01,28420,7.7
2019-02-01,28420,8.7
2019-01-01,28420,7.7
2018-12-01,28420,7.0
2018-11-01,28420,5.5
2018-10-01,28420,4.8
2018-09-01,28420,4.3
2018-08-01,28420,5.2
2018-07-01,28420,5.0
2018-06-01,28420,5.0
2018-05-01,28420,5.0
2018-04-01,28420,5.7
2018-03-01,28420,6.9
2018-02-01,28420,7.4
2018-01-01,28420,7.4
2017-12-01,28420,7.2
2017-11-01,28420,5.7
2017-10-01,28420,4.9
2017-09-01,28420,4.9
2017-08-01,28420,5.2
2017-07-01,28420,4.8
2017-06-01,28420,4.5
2017-05-01,28420,5.1
2017-04-01,28420,5.4
2017-03-01,28420,6.8
2017-02-01,28420,7.7
2017-01-01,28420,8.7
2016-12-01,28420,7.2
2016-11-01,28420,6.3
2016-10-01,28420,5.9
2016-09-01,28420,5.6
2016-08-01,28420,6.6
2016-07-01,28420,6.1
2016-06-01,28420,6.1
2016-05-01,28420,6.0
2016-04-01,28420,6.8
2016-03-01,28420,7.8
2016-02-01,28420,8.1
2016-01-01,28420,8.2
2015-12-01,28420,8.3
2015-11-01,28420,6.9
2015-10-01,28420,5.8
2015-09-01,28420,5.5
2015-08-01,28420,6.2
2015-07-01,28420,6.2
2015-06-01,28420,6.1
2015-05-01,28420,6.8
2015-04-01,28420,6.8
2015-03-01,28420,7.8
2015-02-01,28420,8.8
2015-01-01,28420,9.3
2025-11-01,28660,4.8
2025-09-01,28660,5.0
2025-08-01,28660,5.2
2025-07-01,28660,4.7
2025-06-01,28660,4.5
2025-05-01,28660,4.5
2025-04-01,28660,4.1
2025-03-01,28660,4.4
2025-02-01,28660,4.8
2025-01-01,28660,4.6
2024-12-01,28660,4.1
2024-11-01,28660,4.5
2024-10-01,28660,4.5
2024-09-01,28660,4.6
2024-08-01,28660,4.9
2024-07-01,28660,4.9
2024-06-01,28660,4.8
2024-05-01,28660,4.1
2024-04-01,28660,3.7
2024-03-01,28660,4.1
2024-02-01,28660,4.5
2024-01-01,28660,4.3
2023-12-01,28660,3.8
2023-11-01,28660,3.9
2023-10-01,28660,4.1
2023-09-01,28660,4.3
2023-08-01,28660,4.5
2023-07-01,28660,4.5
2023-06-01,28660,4.4
2023-05-01,28660,4.2
2023-04-01,28660,3.8
2023-03-01,28660,4.5
2023-02-01,28660,5.0
2023-01-01,28660,4.9
2022-12-01,28660,4.0
2022-11-01,28660,4.2
2022-10-01,28660,4.2
2022-09-01,28660,4.2
2022-08-01,28660,4.4
2022-07-01,28660,4.5
2022-06-01,28660,4.6
2022-05-01,28660,4.0
2022-04-01,28660,3.7
2022-03-01,28660,4.0
2022-02-01,28660,4.6
2022-01-01,28660,4.9
2021-12-01,28660,4.3
2021-11-01,28660,4.7
2021-10-01,28660,4.9
2021-09-01,28660,5.1
2021-08-01,28660,5.4
2021-07-01,28660,5.6
2021-06-01,28660,6.1
2021-05-01,28660,5.3
2021-04-01,28660,5.4
2021-03-01,28660,6.1
2021-02-01,28660,6.4
2021-01-01,28660,6.4
2020-12-01,28660,6.0
2020-11-01,28660,5.9
2020-10-01,28660,5.7
2020-09-01,28660,6.5
2020-08-01,28660,6.5
2020-07-01,28660,7.9
2020-06-01,28660,8.7
2020-05-01,28660,9.4
2020-04-01,28660,10.0
2020-03-01,28660,5.3
2020-02-01,28660,3.5
2020-01-01,28660,3.7
2019-12-01,28660,3.2
2019-11-01,28660,3.4
2019-10-01,28660,3.5
2019-09-01,28660,3.6
2019-08-01,28660,3.8
2019-07-01,28660,4.0
2019-06-01,28660,4.0
2019-05-01,28660,3.3
2019-04-01,28660,3.2
2019-03-01,28660,3.7
2019-02-01,28660,4.1
2019-01-01,28660,4.5
2018-12-01,28660,3.9
2018-11-01,28660,3.8
2018-10-01,28660,3.8
2018-09-01,28660,4.0
2018-08-01,28660,4.1
2018-07-01,28660,4.2
2018-06-01,28660,4.4
2018-05-01,28660,3.7
2018-04-01,28660,3.7
2018-03-01,28660,4.0
2018-02-01,28660,4.1
2018-01-01,28660,4.1
2017-12-01,28660,3.6
2017-11-01,28660,3.8
2017-10-01,28660,3.6
2017-09-01,28660,3.9
2017-08-01,28660,4.2
2017-07-01,28660,4.2
2017-06-01,28660,4.2
2017-05-01,28660,3.9
2017-04-01,28660,3.9
2017-03-01,28660,4.4
2017-02-01,28660,4.7
2017-01-01,28660,4.7
2016-12-01,28660,4.2
2016-11-01,28660,4.2
2016-10-01,28660,4.3
2016-09-01,28660,4.6
2016-08-01,28660,4.5
2016-07-01,28660,4.7
2016-06-01,28660,4.7
2016-05-01,28660,3.9
2016-04-01,28660,3.9
2016-03-01,28660,4.2
2016-02-01,28660,4.2
2016-01-01,28660,4.3
2015-12-01,28660,4.1
2015-11-01,28660,4.4
2015-10-01,28660,4.6
2015-09-01,28660,4.7
2015-08-01,28660,4.6
2015-07-01,28660,5.0
2015-06-01,28660,4.9
2015-05-01,28660,4.5
2015-04-01,28660,4.3
2015-03-01,28660,4.7
2015-02-01,28660,5.0
2015-01-01,28660,5.4
2025-11-01,28700,4.1
2025-09-01,28700,3.8
2025-08-01,28700,3.8
2025-07-01,28700,4.5
2025-06-01,28700,4.3
2025-05-01,28700,3.6
2025-04-01,28700,3.2
2025-03-01,28700,3.5
2025-02-01,28700,3.6
2025-01-01,28700,3.9
2024-12-01,28700,3.5
2024-11-01,28700,3.8
2024-10-01,28700,3.7
2024-09-01,28700,3.6
2024-08-01,28700,3.9
2024-07-01,28700,4.0
2024-06-01,28700,4.0
2024-05-01,28700,3.2
2024-04-01,28700,2.9
2024-03-01,28700,3.2
2024-02-01,28700,3.3
2024-01-01,28700,3.5
2023-12-01,28700,3.0
2023-11-01,28700,3.2
2023-10-01,28700,3.4
2023-09-01,28700,3.4
2023-08-01,28700,3.5
2023-07-01,28700,3.6
2023-06-01,28700,3.9
2023-05-01,28700,3.2
2023-04-01,28700,2.8
2023-03-01,28700,3.4
2023-02-01,28700,3.6
2023-01-01,28700,3.7
2022-12-01,28700,3.1
2022-11-01,28700,3.4
2022-10-01,28700,3.5
2022-09-01,28700,3.4
2022-08-01,28700,3.8
2022-07-01,28700,3.8
2022-06-01,28700,4.2
2022-05-01,28700,3.3
2022-04-01,28700,3.0
2022-03-01,28700,3.2
2022-02-01,28700,3.3
2022-01-01,28700,3.5
2021-12-01,28700,3.0
2021-11-01,28700,3.0
2021-10-01,28700,3.4
2021-09-01,28700,3.7
2021-08-01,28700,4.2
2021-07-01,28700,4.8
2021-06-01,28700,5.5
2021-05-01,28700,4.6
2021-04-01,28700,4.5
2021-03-01,28700,5.1
2021-02-01,28700,5.1
2021-01-01,28700,5.6
2020-12-01,28700,5.2
2020-11-01,28700,5.2
2020-10-01,28700,5.6
2020-09-01,28700,6.3
2020-08-01,28700,7.1
2020-07-01,28700,9.4
2020-06-01,28700,10.3
2020-05-01,28700,10.8
2020-04-01,28700,13.9
2020-03-01,28700,4.2
2020-02-01,28700,3.8
2020-01-01,28700,4.1
2019-12-01,28700,3.4
2019-11-01,28700,3.4
2019-10-01,28700,3.6
2019-09-01,28700,3.5
2019-08-01,28700,3.7
2019-07-01,28700,4.1
2019-06-01,28700,4.2
2019-05-01,28700,3.5
2019-04-01,28700,3.2
2019-03-01,28700,3.9
2019-02-01,28700,3.9
2019-01-01,28700,4.3
2018-12-01,28700,3.6
2018-11-01,28700,3.4
2018-10-01,28700,3.5
2018-09-01,28700,3.6
2018-08-01,28700,3.8
2018-07-01,28700,4.1
2018-06-01,28700,4.3
2018-05-01,28700,3.3
2018-04-01,28700,3.3
2018-03-01,28700,3.9
2018-02-01,28700,4.0
2018-01-01,28700,4.2
2017-12-01,28700,3.6
2017-11-01,28700,3.7
2017-10-01,28700,3.8
2017-09-01,28700,3.8
2017-08-01,28700,4.1
2017-07-01,28700,4.4
2017-06-01,28700,4.6
2017-05-01,28700,3.8
2017-04-01,28700,3.9
2017-03-01,28700,4.6
2017-02-01,28700,5.0
2017-01-01,28700,5.4
2016-12-01,28700,4.9
2016-11-01,28700,5.0
2016-10-01,28700,5.3
2016-09-01,28700,5.3
2016-08-01,28700,5.4
2016-07-01,28700,5.6
2016-06-01,28700,5.7
2016-05-01,28700,4.7
2016-04-01,28700,4.7
2016-03-01,28700,5.2
2016-02-01,28700,5.2
2016-01-01,28700,5.3
2015-12-01,28700,4.8
2015-11-01,28700,5.0
2015-10-01,28700,5.2
2015-09-01,28700,5.3
2015-08-01,28700,5.5
2015-07-01,28700,6.0
2015-06-01,28700,6.0
2015-05-01,28700,5.5
2015-04-01,28700,5.2
2015-03-01,28700,5.8
2015-02-01,28700,6.0
2015-01-01,28700,6.4
2025-11-01,28740,3.6
2025-09-01,28740,3.8
2025-08-01,28740,4.0
2025-07-01,28740,3.7
2025-06-01,28740,3.2
2025-05-01,28740,2.9
2025-04-01,28740,2.9
2025-03-01,28740,3.8
2025-02-01,28740,4.3
2025-01-01,28740,4.0
2024-12-01,28740,3.2
2024-11-01,28740,3.1
2024-10-01,28740,3.1
2024-09-01,28740,3.1
2024-08-01,28740,3.8
2024-07-01,28740,4.0
2024-06-01,28740,3.5
2024-05-01,28740,3.3
2024-04-01,28740,3.2
2024-03-01,28740,3.8
2024-02-01,28740,4.3
2024-01-01,28740,4.1
2023-12-01,28740,3.6
2023-11-01,28740,3.4
2023-10-01,28740,3.4
2023-09-01,28740,3.3
2023-08-01,28740,3.8
2023-07-01,28740,3.4
2023-06-01,28740,3.2
2023-05-01,28740,2.9
2023-04-01,28740,2.6
2023-03-01,28740,3.3
2023-02-01,28740,3.7
2023-01-01,28740,3.7
2022-12-01,28740,2.9
2022-11-01,28740,2.8
2022-10-01,28740,2.7
2022-09-01,28740,2.8
2022-08-01,28740,3.6
2022-07-01,28740,3.5
2022-06-01,28740,3.2
2022-05-01,28740,2.9
2022-04-01,28740,3.0
2022-03-01,28740,3.6
2022-02-01,28740,4.2
2022-01-01,28740,4.0
2021-12-01,28740,3.0
2021-11-01,28740,3.3
2021-10-01,28740,3.6
2021-09-01,28740,3.9
2021-08-01,28740,4.8
2021-07-01,28740,5.0
2021-06-01,28740,5.2
2021-05-01,28740,4.7
2021-04-01,28740,5.2
2021-03-01,28740,6.2
2021-02-01,28740,6.6
2021-01-01,28740,6.6
2020-12-01,28740,5.6
2020-11-01,28740,5.2
2020-10-01,28740,5.4
2020-09-01,28740,6.5
2020-08-01,28740,7.5
2020-07-01,28740,9.8
2020-06-01,28740,10.5
2020-05-01,28740,13.1
2020-04-01,28740,17.6
2020-03-01,28740,4.9
2020-02-01,28740,4.3
2020-01-01,28740,4.2
2019-12-01,28740,3.6
2019-11-01,28740,3.4
2019-10-01,28740,3.4
2019-09-01,28740,3.3
2019-08-01,28740,4.0
2019-07-01,28740,4.0
2019-06-01,28740,3.5
2019-05-01,28740,3.2
2019-04-01,28740,3.2
2019-03-01,28740,3.9
2019-02-01,28740,4.2
2019-01-01,28740,4.2
2018-12-01,28740,3.6
2018-11-01,28740,3.2
2018-10-01,28740,3.3
2018-09-01,28740,3.3
2018-08-01,28740,4.0
2018-07-01,28740,4.0
2018-06-01,28740,3.9
2018-05-01,28740,3.5
2018-04-01,28740,3.8
2018-03-01,28740,4.5
2018-02-01,28740,5.1
2018-01-01,28740,5.1
2017-12-01,28740,4.4
2017-11-01,28740,4.3
2017-10-01,28740,4.2
2017-09-01,28740,4.3
2017-08-01,28740,4.9
2017-07-01,28740,4.7
2017-06-01,28740,4.4
2017-05-01,28740,4.3
2017-04-01,28740,4.4
2017-03-01,28740,4.7
2017-02-01,28740,5.4
2017-01-01,28740,5.2
2016-12-01,28740,4.6
2016-11-01,28740,4.3
2016-10-01,28740,4.4
2016-09-01,28740,4.5
2016-08-01,28740,4.9
2016-07-01,28740,4.8
2016-06-01,28740,4.4
2016-05-01,28740,4.1
2016-04-01,28740,4.3
2016-03-01,28740,4.7
2016-02-01,28740,5.0
2016-01-01,28740,4.8
2015-12-01,28740,4.3
2015-11-01,28740,4.1
2015-10-01,28740,4.1
2015-09-01,28740,4.3
2015-08-01,28740,4.8
2015-07-01,28740,5.1
2015-06-01,28740,4.8
2015-05-01,28740,4.8
2015-04-01,28740,4.7
2015-03-01,28740,5.3
2015-02-01,28740,5.8
2015-01-01,28740,5.8
2025-11-01,28940,3.4
2025-09-01,28940,3.2
2025-08-01,28940,3.2
2025-07-01,28940,4.0
2025-06-01,28940,3.8
2025-05-01,28940,3.0
2025-04-01,28940,2.6
2025-03-01,28940,2.9
2025-02-01,28940,3.0
2025-01-01,28940,3.5
2024-12-01,28940,3.2
2024-11-01,28940,3.4
2024-10-01,28940,3.3
2024-09-01,28940,3.3
2024-08-01,28940,3.5
2024-07-01,28940,3.5
2024-06-01,28940,3.7
2024-05-01,28940,2.7
2024-04-01,28940,2.6
2024-03-01,28940,2.9
2024-02-01,28940,2.8
2024-01-01,28940,3.2
2023-12-01,28940,2.7
2023-11-01,28940,2.8
2023-10-01,28940,3.0
2023-09-01,28940,3.1
2023-08-01,28940,3.1
2023-07-01,28940,3.3
2023-06-01,28940,3.5
2023-05-01,28940,2.9
2023-04-01,28940,2.4
2023-03-01,28940,2.9
2023-02-01,28940,3.1
2023-01-01,28940,3.3
2022-12-01,28940,2.8
2022-11-01,28940,3.0
2022-10-01,28940,3.2
2022-09-01,28940,3.0
2022-08-01,28940,3.3
2022-07-01,28940,3.4
2022-06-01,28940,3.9
2022-05-01,28940,2.9
2022-04-01,28940,2.8
2022-03-01,28940,2.9
2022-02-01,28940,3.0
2022-01-01,28940,3.2
2021-12-01,28940,2.7
2021-11-01,28940,2.7
2021-10-01,28940,3.0
2021-09-01,28940,3.1
2021-08-01,28940,3.5
2021-07-01,28940,3.9
2021-06-01,28940,4.6
2021-05-01,28940,3.7
2021-04-01,28940,3.7
2021-03-01,28940,4.3
2021-02-01,28940,4.4
2021-01-01,28940,4.6
2020-12-01,28940,4.6
2020-11-01,28940,4.4
2020-10-01,28940,4.8
2020-09-01,28940,5.3
2020-08-01,28940,6.0
2020-07-01,28940,8.0
2020-06-01,28940,8.6
2020-05-01,28940,9.6
2020-04-01,28940,13.3
2020-03-01,28940,3.6
2020-02-01,28940,3.2
2020-01-01,28940,3.4
2019-12-01,28940,2.9
2019-11-01,28940,2.9
2019-10-01,28940,3.0
2019-09-01,28940,2.9
2019-08-01,28940,3.1
2019-07-01,28940,3.6
2019-06-01,28940,3.8
2019-05-01,28940,3.0
2019-04-01,28940,2.7
2019-03-01,28940,3.3
2019-02-01,28940,3.2
2019-01-01,28940,3.6
2018-12-01,28940,3.0
2018-11-01,28940,3.0
2018-10-01,28940,3.2
2018-09-01,28940,3.2
2018-08-01,28940,3.4
2018-07-01,28940,3.6
2018-06-01,28940,3.9
2018-05-01,28940,2.8
2018-04-01,28940,2.8
2018-03-01,28940,3.3
2018-02-01,28940,3.4
2018-01-01,28940,3.6
2017-12-01,28940,3.0
2017-11-01,28940,3.1
2017-10-01,28940,3.1
2017-09-01,28940,3.1
2017-08-01,28940,3.4
2017-07-01,28940,3.8
2017-06-01,28940,4.0
2017-05-01,28940,3.0
2017-04-01,28940,3.2
2017-03-01,28940,3.9
2017-02-01,28940,4.3
2017-01-01,28940,4.7
2016-12-01,28940,4.2
2016-11-01,28940,4.2
2016-10-01,28940,4.5
2016-09-01,28940,4.6
2016-08-01,28940,4.6
2016-07-01,28940,4.9
2016-06-01,28940,5.0
2016-05-01,28940,3.9
2016-04-01,28940,4.0
2016-03-01,28940,4.4
2016-02-01,28940,4.5
2016-01-01,28940,4.6
2015-12-01,28940,4.4
2015-11-01,28940,4.5
2015-10-01,28940,4.7
2015-09-01,28940,4.8
2015-08-01,28940,5.0
2015-07-01,28940,5.6
2015-06-01,28940,5.8
2015-05-01,28940,5.2
2015-04-01,28940,5.0
2015-03-01,28940,5.4
2015-02-01,28940,5.6
2015-01-01,28940,6.0
2025-11-01,29020,4.7
2025-09-01,29020,5.5
2025-08-01,29020,6.2
2025-07-01,29020,6.9
2025-06-01,29020,6.5
2025-05-01,29020,5.5
2025-04-01,29020,6.1
2025-03-01,29020,5.7
2025-02-01,29020,7.1
2025-01-01,29020,7.3
2024-12-01,29020,7.3
2024-11-01,29020,8.9
2024-10-01,29020,8.2
2024-09-01,29020,7.0
2024-08-01,29020,10.7
2024-07-01,29020,6.4
2024-06-01,29020,5.6
2024-05-01,29020,5.4
2024-04-01,29020,6.1
2024-03-01,29020,5.5
2024-02-01,29020,5.8
2024-01-01,29020,5.6
2023-12-01,29020,7.0
2023-11-01,29020,6.5
2023-10-01,29020,4.3
2023-09-01,29020,4.0
2023-08-01,29020,4.4
2023-07-01,29020,4.6
2023-06-01,29020,5.0
2023-05-01,29020,4.9
2023-04-01,29020,4.3
2023-03-01,29020,5.1
2023-02-01,29020,5.4
2023-01-01,29020,4.8
2022-12-01,29020,4.4
2022-11-01,29020,4.7
2022-10-01,29020,4.5
2022-09-01,29020,4.1
2022-08-01,29020,6.6
2022-07-01,29020,4.8
2022-06-01,29020,5.9
2022-05-01,29020,4.0
2022-04-01,29020,3.9
2022-03-01,29020,4.7
2022-02-01,29020,4.9
2022-01-01,29020,5.2
2021-12-01,29020,4.3
2021-11-01,29020,6.1
2021-10-01,29020,5.0
2021-09-01,29020,6.1
2021-08-01,29020,6.2
2021-07-01,29020,7.5
2021-06-01,29020,8.3
2021-05-01,29020,6.6
2021-04-01,29020,5.5
2021-03-01,29020,5.7
2021-02-01,29020,8.4
2021-01-01,29020,6.3
2020-12-01,29020,5.7
2020-11-01,29020,5.6
2020-10-01,29020,6.1
2020-09-01,29020,7.4
2020-08-01,29020,7.4
2020-07-01,29020,9.9
2020-06-01,29020,14.4
2020-05-01,29020,22.5
2020-04-01,29020,29.6
2020-03-01,29020,5.2
2020-02-01,29020,4.1
2020-01-01,29020,4.2
2019-12-01,29020,3.3
2019-11-01,29020,3.3
2019-10-01,29020,3.1
2019-09-01,29020,3.0
2019-08-01,29020,3.3
2019-07-01,29020,3.8
2019-06-01,29020,3.6
2019-05-01,29020,3.2
2019-04-01,29020,6.3
2019-03-01,29020,4.1
2019-02-01,29020,4.4
2019-01-01,29020,4.6
2018-12-01,29020,3.6
2018-11-01,29020,7.8
2018-10-01,29020,3.4
2018-09-01,29020,3.0
2018-08-01,29020,3.4
2018-07-01,29020,3.6
2018-06-01,29020,4.1
2018-05-01,29020,3.2
2018-04-01,29020,3.1
2018-03-01,29020,3.6
2018-02-01,29020,3.8
2018-01-01,29020,3.8
2017-12-01,29020,2.8
2017-11-01,29020,3.1
2017-10-01,29020,3.0
2017-09-01,29020,3.1
2017-08-01,29020,3.6
2017-07-01,29020,3.7
2017-06-01,29020,5.3
2017-05-01,29020,3.1
2017-04-01,29020,2.8
2017-03-01,29020,3.8
2017-02-01,29020,4.5
2017-01-01,29020,4.6
2016-12-01,29020,3.8
2016-11-01,29020,3.8
2016-10-01,29020,4.1
2016-09-01,29020,3.6
2016-08-01,29020,4.1
2016-07-01,29020,4.3
2016-06-01,29020,4.4
2016-05-01,29020,4.2
2016-04-01,29020,4.2
2016-03-01,29020,5.9
2016-02-01,29020,5.1
2016-01-01,29020,4.9
2015-12-01,29020,4.6
2015-11-01,29020,4.7
2015-10-01,29020,4.5
2015-09-01,29020,4.2
2015-08-01,29020,4.5
2015-07-01,29020,5.0
2015-06-01,29020,5.0
2015-05-01,29020,5.0
2015-04-01,29020,4.5
2015-03-01,29020,5.6
2015-02-01,29020,5.9
2015-01-01,29020,6.3
2025-11-01,29100,2.4
2025-09-01,29100,2.5
2025-08-01,29100,2.9
2025-07-01,29100,2.9
2025-06-01,29100,2.9
2025-05-01,29100,2.9
2025-04-01,29100,2.7
2025-03-01,29100,3.1
2025-02-01,29100,3.3
2025-01-01,29100,3.3
2024-12-01,29100,2.5
2024-11-01,29100,2.3
2024-10-01,29100,2.2
2024-09-01,29100,2.3
2024-08-01,29100,2.5
2024-07-01,29100,2.9
2024-06-01,29100,3.1
2024-05-01,29100,2.5
2024-04-01,29100,2.5
2024-03-01,29100,3.0
2024-02-01,29100,3.2
2024-01-01,29100,2.8
2023-12-01,29100,2.2
2023-11-01,29100,2.0
2023-10-01,29100,2.2
2023-09-01,29100,2.4
2023-08-01,29100,2.8
2023-07-01,29100,2.6
2023-06-01,29100,3.0
2023-05-01,29100,2.2
2023-04-01,29100,2.1
2023-03-01,29100,2.8
2023-02-01,29100,3.0
2023-01-01,29100,2.9
2022-12-01,29100,2.0
2022-11-01,29100,1.9
2022-10-01,29100,1.9
2022-09-01,29100,2.2
2022-08-01,29100,2.4
2022-07-01,29100,2.6
2022-06-01,29100,3.0
2022-05-01,29100,2.2
2022-04-01,29100,2.3
2022-03-01,29100,3.1
2022-02-01,29100,3.3
2022-01-01,29100,3.2
2021-12-01,29100,2.1
2021-11-01,29100,2.0
2021-10-01,29100,2.1
2021-09-01,29100,2.4
2021-08-01,29100,2.9
2021-07-01,29100,3.1
2021-06-01,29100,3.8
2021-05-01,29100,3.1
2021-04-01,29100,3.4
2021-03-01,29100,4.3
2021-02-01,29100,4.7
2021-01-01,29100,4.6
2020-12-01,29100,4.0
2020-11-01,29100,3.6
2020-10-01,29100,3.5
2020-09-01,29100,4.2
2020-08-01,29100,5.1
